id_cliente,uf,municipio,segmento_cliente,natureza_juridica,fonte_cliente,cnae_codigo,cnae_descricao,capital_social,idade_cnpj,serasa_contagem_negativacoes,serasa_contagem_protestos,serasa_credores,serasa_socio_tem_negativacao,ifood_contagem_avaliacoes,ifood_faixa_preco,google_maps_avaliacao,google_maps_contagem_avaliacoes,google_maps_tem_website,inadimplente,tem_google_maps,tem_ifood,tem_credores
5751712809133,PE,RECIFE,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 5,47.24-5-00,Comércio varejista de hortifrutigranjeiros,40000.0,6500.0,10.0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5755383087277,PE,RECIFE,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,85000.0,6500.0,1.0,0.0,Tecnologia e Pagamentos,0.0,0.0,0,4.25,625.0,1.0,0.0,1,0,1
5758190289069,PE,RECIFE,Cafeteria,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares",40000.0,6500.0,0.0,0.0,0,0.0,0.0,$,4.75,75.0,1.0,0.0,1,1,0
5759742148781,PE,RECIFE,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,17500.0,6500.0,4.0,2.0,Telecomunicações,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,1
5761483341997,PE,RECIFE,Padaria,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),Fonte 5,10.91-1-01,Fabricação de produtos de panificação industrial,85000.0,4500.0,2.0,0.0,0,1.0,150.0,$$,0.0,0.0,0.0,0.0,0,1,0
5763244490925,PE,RECIFE,Japonês & Chinês & Asiático,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,150000.0,16500.0,0.0,0.0,0,0.0,0.0,0,4.75,3750.0,1.0,0.0,1,0,0
5774315552941,PE,RECIFE,Restaurante Brasileiro,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),Fonte 5,56.11-2-01,Restaurantes e similares,85000.0,16500.0,0.0,0.0,0,0.0,40.0,$$$$,4.25,250.0,1.0,0.0,1,1,0
5774738620589,PE,RECIFE,Japonês & Chinês & Asiático,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,17500.0,16500.0,1.0,3.0,0,0.0,350.0,$$$$$,0.0,0.0,0.0,0.0,0,1,0
5780193214637,PE,RECIFE,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares",150000.0,16500.0,0.0,0.0,0,0.0,150.0,$$$$$,4.25,150.0,1.0,0.0,1,1,0
5783618650285,PE,RECIFE,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,85000.0,6500.0,1.0,0.0,Energia,0.0,0.0,$,0.0,0.0,0.0,0.0,0,1,1
5784788140205,PE,RECIFE,Padaria,213-5 - Empresário (Individual),Fonte 5,47.21-1-02,Padaria e confeitaria com predominância de revenda,600.0,16500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5785204981933,PE,RECIFE,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,4000.0,16500.0,0.0,1.0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5786529136813,PE,RECIFE,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares",9000.0,6500.0,4.0,0.0,0,1.0,40.0,$$$,4.25,400.0,1.0,0.0,1,1,0
5790229463213,PE,JABOATAO DOS GUARARAPES,Hambúrguer,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),Fonte 4,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares",150000.0,6500.0,1.0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5798031917229,PE,RECIFE,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,85000.0,16500.0,0.0,0.0,0,0.0,0.0,0,3.5,150.0,1.0,0.0,1,0,0
5798103023789,PE,RECIFE,Lanches & Salgados,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares",85000.0,16500.0,0.0,0.0,0,1.0,2.5,$,0.0,0.0,0.0,0.0,0,1,0
5799764689069,PE,RECIFE,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,40000.0,16500.0,0.0,0.0,0,0.0,0.0,$,4.75,3750.0,1.0,0.0,1,1,0
5801890709677,PE,RECIFE,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,10.91-1-01,Fabricação de produtos de panificação industrial,60000.0,16500.0,0.0,0.0,0,0.0,0.0,$,4.25,875.0,1.0,0.0,1,1,0
5806617165997,PE,RECIFE,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,12500.0,16500.0,0.0,0.0,0,0.0,0.0,0,4.25,625.0,1.0,0.0,1,0,0
5812739899565,PE,RECIFE,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 5,47.21-1-03,Comércio varejista de laticínios e frios,9000.0,6500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5812869038253,PE,OLINDA,Padaria,213-5 - Empresário (Individual),Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,12500.0,16500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5813004370093,PE,RECIFE,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,9000.0,6500.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0
5818513227949,PE,RECIFE,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,10.91-1-01,Fabricação de produtos de panificação industrial,17500.0,16500.0,0.0,0.0,0,0.0,0.0,0,4.25,625.0,1.0,0.0,1,0,0
5820636561581,PE,RECIFE,Padaria,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),Fonte 5,10.91-1-01,Fabricação de produtos de panificação industrial,85000.0,6500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5825530233005,PE,JABOATAO DOS GUARARAPES,Hotel,206-2 - Sociedade Empresária Limitada,Fonte 5,55.10-8-01,Hotéis,600000.0,16500.0,0.0,0.0,0,1.0,0.0,0,4.25,1750.0,1.0,0.0,1,0,0
5827371270317,PE,RECIFE,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 5,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",60000.0,6500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5831418118317,PE,RECIFE,Padaria,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,150000.0,16500.0,0.0,0.0,0,1.0,0.0,0,4.75,1750.0,1.0,0.0,1,0,0
5832302002349,PE,RECIFE,Bar,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,40000.0,6500.0,0.0,0.0,0,0.0,2.5,$$$$$,4.25,1750.0,1.0,0.0,1,1,0
5833998434477,PE,RECIFE,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,9000.0,16500.0,0.0,0.0,0,0.0,350.0,$$$$,4.25,400.0,1.0,0.0,1,1,0
5834091430061,PE,RECIFE,Saudável,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,60000.0,6500.0,0.0,0.0,0,0.0,1250.0,$$$$,4.75,1750.0,1.0,0.0,1,1,0
5834180722861,PE,RECIFE,Conveniência,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),Fonte 2,56.11-2-01,Restaurantes e similares,85000.0,6500.0,0.0,0.0,0,1.0,40.0,$$$,4.25,250.0,1.0,0.0,1,1,0
5843535397037,PE,RECIFE,Churrascaria,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,25000.0,6500.0,0.0,0.0,0,1.0,350.0,$$,4.25,7500.0,1.0,0.0,1,1,0
5843674824877,PE,RECIFE,Restaurante Brasileiro,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),Fonte 5,56.11-2-01,Restaurantes e similares,85000.0,6500.0,2.0,0.0,Diversos,0.0,0.0,0,4.25,1750.0,1.0,0.0,1,0,1
5844887863469,PE,JABOATAO DOS GUARARAPES,Hambúrguer,213-5 - Empresário (Individual),Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares",25000.0,6500.0,1.0,0.0,Financeiro,1.0,0.0,$,4.25,40.0,1.0,0.0,1,1,1
5847486824621,PE,PAULISTA,Pizza & Massas,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,9000.0,6500.0,0.0,0.0,0,0.0,75.0,$,0.0,0.0,0.0,0.0,0,1,0
5847815291053,PE,RECIFE,Japonês & Chinês & Asiático,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),Fonte 5,56.11-2-01,Restaurantes e similares,150000.0,6500.0,1.0,0.0,0,0.0,25.0,$$$,4.25,625.0,1.0,0.0,1,1,0
5851605401773,PE,IPOJUCA,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,150000.0,1025.0,0.0,0.0,0,0.0,0.0,0,2.5,2.5,1.0,0.0,1,0,0
5852461891757,PE,IPOJUCA,Hotel,206-2 - Sociedade Empresária Limitada,Fonte 2,55.90-6-99,Outros alojamentos não especificados anteriormente,9000.0,6500.0,0.0,0.0,0,1.0,0.0,0,2.5,2.5,1.0,0.0,1,0,0
5860873732269,PE,RECIFE,Hotel,206-2 - Sociedade Empresária Limitada,Fonte 5,55.10-8-01,Hotéis,25000.0,6500.0,0.0,0.0,0,0.0,0.0,0,3.5,400.0,1.0,0.0,1,0,0
5860885233837,PE,RECIFE,Bar,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares",12500.0,16500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5861054218413,PE,PAULISTA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 5,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",25000.0,6500.0,0.0,0.0,0,0.0,0.0,0,3.5,150.0,1.0,0.0,1,0,0
5861845434541,PE,RECIFE,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,47.21-1-02,Padaria e confeitaria com predominância de revenda,17500.0,6500.0,0.0,0.0,0,0.0,0.0,0,4.25,150.0,1.0,0.0,1,0,0
5864053571757,PE,RECIFE,Padaria,213-5 - Empresário (Individual),Fonte 5,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,9000.0,6500.0,3.0,0.0,"Financeiro, Bancos e Financeiro, Financeiro",1.0,15.0,$,0.0,0.0,0.0,1.0,0,1,1
5864371781805,PE,RECIFE,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,40000.0,6500.0,2.0,0.0,0,1.0,150.0,$$,0.0,0.0,0.0,0.0,0,1,0
5865020227757,PE,PAULISTA,Padaria,213-5 - Empresário (Individual),Fonte 4,10.91-1-01,Fabricação de produtos de panificação industrial,9000.0,16500.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5865063841965,PE,RECIFE,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,25000.0,16500.0,0.0,0.0,0,0.0,0.0,0,4.25,150.0,1.0,0.0,1,0,0
5865126756525,PE,IPOJUCA,Bar,213-5 - Empresário (Individual),Fonte 5,47.23-7-00,Comércio varejista de bebidas,4000.0,16500.0,3.0,7.0,Distribuição,1.0,0.0,0,4.25,150.0,1.0,0.0,1,0,1
5865251143853,PE,RECIFE,Bar,213-5 - Empresário (Individual),Fonte 5,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",40000.0,6500.0,1.0,0.0,Financeiro,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,1
5873137385645,PE,RECIFE,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,150000.0,16500.0,0.0,0.0,0,0.0,0.0,0,4.25,625.0,1.0,0.0,1,0,0
5874588287149,PE,RECIFE,Doces & Confeitaria,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares",150000.0,6500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5874602737837,PE,RECIFE,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,47.21-1-02,Padaria e confeitaria com predominância de revenda,85000.0,16500.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5875250528429,PE,RECIFE,Pizza & Massas,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares",600000.0,6500.0,0.0,0.0,0,0.0,0.0,0,4.25,3750.0,1.0,0.0,1,0,0
5877234303149,PE,RECIFE,Hotel,205-4 - Sociedade Anônima Fechada,Fonte 5,55.10-8-01,Hotéis,5500000.0,16500.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5877238235309,PE,IPOJUCA,Hotel,206-2 - Sociedade Empresária Limitada,Fonte 5,55.10-8-01,Hotéis,150000.0,6500.0,0.0,0.0,0,1.0,0.0,0,2.5,2.5,1.0,0.0,1,0,0
5877523972269,PE,PAULISTA,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 1,56.11-2-01,Restaurantes e similares,9000.0,6500.0,0.0,0.0,0,0.0,150.0,$,0.0,0.0,0.0,0.0,0,1,0
5877542125741,PE,RECIFE,Restaurante Brasileiro,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),Fonte 5,56.11-2-01,Restaurantes e similares,85000.0,16500.0,0.0,0.0,0,0.0,350.0,$$$$$,4.25,3750.0,1.0,0.0,1,1,0
5888591429805,PE,PAULISTA,Pizza & Massas,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),Fonte 5,56.11-2-01,Restaurantes e similares,85000.0,6500.0,2.0,0.0,Tecnologia,0.0,1250.0,$$$,0.0,0.0,0.0,0.0,0,1,1
5888594346157,PE,RECIFE,Pizza & Massas,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),Fonte 5,56.11-2-01,Restaurantes e similares,85000.0,6500.0,0.0,0.0,0,0.0,350.0,$,3.5,15.0,1.0,0.0,1,1,0
5888833781933,PE,RECIFE,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,25000.0,16500.0,0.0,0.0,0,1.0,350.0,$$$$,0.0,0.0,0.0,0.0,0,1,0
5888882507949,PE,RECIFE,Hotel,206-2 - Sociedade Empresária Limitada,Fonte 5,55.10-8-01,Hotéis,600.0,6500.0,32.0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5888941949101,PE,RECIFE,Japonês & Chinês & Asiático,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares",9000.0,16500.0,4.0,0.0,0,1.0,0.0,0,4.25,625.0,1.0,0.0,1,0,0
5890323742893,PE,OLINDA,Padaria,213-5 - Empresário (Individual),Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,40000.0,6500.0,0.0,0.0,0,1.0,0.0,0,4.25,75.0,1.0,0.0,1,0,0
5892204167341,PE,RECIFE,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,47.22-9-02,Peixaria,100.5,6500.0,1.0,0.0,Distribuição,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,1
5892513661101,PE,RECIFE,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,85000.0,6500.0,0.0,0.0,0,1.0,0.0,0,4.25,400.0,1.0,0.0,1,0,0
5892583063725,PE,RECIFE,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,47.21-1-03,Comércio varejista de laticínios e frios,9000.0,6500.0,19.0,0.0,Alimentos e Bebidas,1.0,0.0,$$,0.0,0.0,0.0,0.0,0,1,1
5893380178093,PE,RECIFE,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,25000.0,6500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5893420056749,PE,RECIFE,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-04,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",9000.0,6500.0,1.0,0.0,0,0.0,75.0,$$$$$,0.0,0.0,0.0,0.0,0,1,0
5893467635885,PE,RECIFE,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,12500.0,16500.0,0.0,0.0,0,0.0,0.0,0,4.75,3750.0,1.0,0.0,1,0,0
5893593235629,PE,JABOATAO DOS GUARARAPES,Japonês & Chinês & Asiático,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),Fonte 5,56.11-2-01,Restaurantes e similares,150000.0,16500.0,0.0,0.0,0,1.0,750.0,$$$$,4.25,1750.0,1.0,0.0,1,1,0
5894711738541,CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,9000.0,6500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5896797159597,PE,JABOATAO DOS GUARARAPES,Distribuidor,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),Fonte 2,46.91-5-00,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios",150000.0,4500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5897415229613,PE,OLINDA,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,17500.0,6500.0,0.0,0.0,0,1.0,0.0,0,4.25,75.0,1.0,0.0,1,0,0
5899570348205,PE,RECIFE,Cafeteria,213-5 - Empresário (Individual),Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares",17500.0,6500.0,0.0,0.0,0,0.0,25.0,$,4.25,40.0,1.0,0.0,1,1,0
5900863406253,PE,JABOATAO DOS GUARARAPES,Padaria,213-5 - Empresário (Individual),Fonte 5,47.21-1-02,Padaria e confeitaria com predominância de revenda,85000.0,6500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5900953878701,PE,OLINDA,Padaria,213-5 - Empresário (Individual),Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,12500.0,16500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5902145290413,PE,RECIFE,Hambúrguer,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares",40000.0,16500.0,2.0,1.0,Bancos e Financeiro,1.0,0.0,0,4.25,1750.0,1.0,0.0,1,0,1
5903969812653,PE,RECIFE,Saudável,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,85000.0,4500.0,3.0,0.0,0,0.0,750.0,$$$$,4.75,1750.0,1.0,0.0,1,1,0
5903977283757,PE,RECIFE,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,85000.0,6500.0,2.0,0.0,Telecomunicações,1.0,350.0,$$$$,4.25,1750.0,1.0,0.0,1,1,1
5905261232301,PE,OLINDA,Lanches & Salgados,206-2 - Sociedade Empresária Limitada,Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,17500.0,16500.0,0.0,0.0,0,0.0,0.0,0,4.25,150.0,1.0,0.0,1,0,0
5909284454573,PE,RECIFE,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,85000.0,1025.0,1.0,0.0,Impressão e Gráficas,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,1
5909448392877,PE,OLINDA,Pizza & Massas,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,25000.0,6500.0,0.0,0.0,0,1.0,7.5,$,0.0,0.0,0.0,0.0,0,1,0
5909518057645,PE,RECIFE,Pizza & Massas,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,25000.0,6500.0,0.0,0.0,0,1.0,150.0,$$$$$,0.0,0.0,0.0,0.0,0,1,0
5909532901549,PE,RECIFE,Mercearia & Mercado,206-2 - Sociedade Empresária Limitada,Fonte 5,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",40000.0,16500.0,126.0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5910593732781,PE,RECIFE,Japonês & Chinês & Asiático,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),Fonte 5,56.11-2-01,Restaurantes e similares,85000.0,6500.0,0.0,0.0,0,0.0,75.0,$$$,4.25,400.0,1.0,0.0,1,1,0
5911719149741,PE,OLINDA,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,17500.0,6500.0,0.0,0.0,0,0.0,350.0,$$$,4.25,625.0,1.0,0.0,1,1,0
5911790518445,PE,OLINDA,Hotel,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),Fonte 5,55.10-8-01,Hotéis,85000.0,6500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5912647434413,PE,OLINDA,Lanches & Salgados,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),Fonte 5,93.29-8-99,Outras atividades de recreação e lazer não especificadas anteriormente,85000.0,6500.0,14.0,0.0,0,1.0,0.0,0,4.75,2.5,1.0,0.0,1,0,0
5913301287085,PE,RECIFE,Lanches & Salgados,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares",9000.0,6500.0,2.0,1.0,0,0.0,0.0,$,4.25,400.0,1.0,0.0,1,1,0
5913658032301,PE,IPOJUCA,Hotel,206-2 - Sociedade Empresária Limitada,Fonte 5,55.10-8-01,Hotéis,25000.0,6500.0,0.0,0.0,0,0.0,0.0,0,2.5,2.5,1.0,0.0,1,0,0
5917206610093,PE,RECIFE,Mercearia & Mercado,206-2 - Sociedade Empresária Limitada,Fonte 5,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",6500.0,16500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5917456433325,PE,RECIFE,Bar,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,4000.0,16500.0,2.0,0.0,0,1.0,40.0,$,0.0,0.0,0.0,0.0,0,1,0
